"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",7,28.6557339527642,17.579544924574,0.001,"0.433211978035964","0.408569020559267","Complete","Hellinger-Mahalanobis"
"Residual",161,37.4914074136392,NA,NA,"NA","NA","Complete","Hellinger-Mahalanobis"
"Longitude",1,0.61597431377043,2.64518916088919,0.038,"0.00931218342994397","0.00600627059746839","pRDA","Hellinger-Mahalanobis"
"Latitude",1,0.594209315013465,2.55172334987788,0.045,"0.00898314428619086","0.00566504481876129","pRDA","Hellinger-Mahalanobis"
"Depth_m",1,0.976571978725339,4.1937099570602,0.007,"0.014763630877347","0.0116596235058862","pRDA","Hellinger-Mahalanobis"
"Temperature",1,2.45050513581793,10.5232466339249,0.001,"0.318773853871791","0.321295371113984","pRDA","Hellinger-Mahalanobis"
"Season",2,21.0859791759707,45.2749427338949,0.001,"0.0370462741880866","0.0347675499022088","pRDA","Hellinger-Mahalanobis"
"Salinity",1,1.7410616104693,7.47667101938621,0.001,"0.0263210408568541","0.0236450857068566","pRDA","Hellinger-Mahalanobis"
"Residual1",161,37.4914074136392,NA,NA,"NA","NA","pRDA","Hellinger-Mahalanobis"
